ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
MF,GO:0043169,cation binding,159/762,388/1862,0.409793814,1.001359688,0.025047294,0.512331659,0.961252874,0.908066143,P28331/P06733/Q96DT7/Q13813/Q86WB0/P62273/O75312/P60891/Q86UA6/Q8WXI9/Q9Y6Y8/P48506/Q9Y3I0/P05023/P62826/P37268/P27797/Q01844/P27708/P20674/P80303/O43707/O75152/Q96AY3/Q9UBT2/P61604/P35637/O43306/P27694/Q92785/P22033/P14625/O60841/Q9UBC2/Q9BQ52/Q9UGR2/Q15637/Q9BYT8/P43243/P26358/O00469/P21964/O60884/Q9H4M9/O00151/P14618/P27824/P29401/P04040/P19022/P08648/P13797/Q8WVD3/O75695/P46940/P60660/Q04760/Q7Z3K3/Q01970/Q9BSJ8/Q14974/Q14126/P31153/P11021/Q8N668/P51003/P30626/O95071/P62877/O95486/Q5VTR2/O75251/Q92905/P08133/O43670/O43847/Q8TD19/P13995/Q9H0D6/Q7RTP6/P13674/P10109/O76003/P30519/Q10713/Q9BWF3/Q15181/Q9UHB6/Q13263/Q9H2U2/P50213/Q8N543/Q9BRK5/P34949/P30520/Q7Z3T8/P49792/P48739/P46976/Q12874/P49441/P12268/P60510/P09874/Q96I99/P49959/O75844/Q99798/O14545/Q9ULT8/Q9Y5L4/Q9Y6X8/Q9NW64/Q9BTC0/Q9H2U1/Q7Z6E9/P23193/P28838/O00244/P26639/Q16595/Q9H0V9/Q6PJT7/P14314/P25490/P07814/P08047/P22695/Q9UL40/Q3MIT2/P06737/Q15293/Q96BT7/P36871/Q14257/Q96KR1/Q08209/P49790/P04632/Q8WVY7/Q9Y467/P51812/Q96AT9/Q9NR56/P49711/Q9BU89/Q99584/O95394/Q9P2R7/P09960/Q7Z2T5/Q8NF37/P43246/P07437/Q9UGI8/O14773/Q96K19/P53396/Q9UHD1,159
MF,GO:0016922,nuclear receptor binding,11/762,26/1862,0.423076923,1.033817888,0.144494444,0.517597701,0.961252874,0.908066143,P27797/P17844/O43707/Q13573/Q04917/Q02790/P12004/P82094/P09874/A5YKK6/Q9BTK6,11
MF,GO:0019842,vitamin binding,11/762,26/1862,0.423076923,1.033817888,0.144494444,0.517597701,0.961252874,0.908066143,P04818/P22033/O00469/P29401/P29373/P00505/P13674/P49327/Q8N543/P06737/P04181,11
CC,GO:0005929,cilium,20/762,53/1854,0.377358491,0.918139949,-0.504959983,0.739384989,0.962854299,0.828476053,P07900/P25098/P10809/P05023/P62826/P63167/P50990/P33176/O43306/Q14203/O60883/Q9H4M9/P14618/Q13371/O75695/Q96G28/P27816/P09497/P46821/Q8IUD2,20
CC,GO:0009295,nucleoid,8/762,22/1854,0.363636364,0.884753042,-0.45413184,0.746482546,0.962854299,0.828476053,P38646/Q9BQ52/P40939/P06576/Q12849/P55084/Q99714/P42704,8
CC,GO:0009925,basal plasma membrane,8/762,22/1854,0.363636364,0.884753042,-0.45413184,0.746482546,0.962854299,0.828476053,P07900/P05023/P19022/P46940/P15924/P02786/P08195/Q12846,8
CC,GO:0042645,mitochondrial nucleoid,8/762,22/1854,0.363636364,0.884753042,-0.45413184,0.746482546,0.962854299,0.828476053,P38646/Q9BQ52/P40939/P06576/Q12849/P55084/Q99714/P42704,8
CC,GO:0008023,transcription elongation factor complex,5/762,14/1854,0.357142857,0.868953881,-0.41103911,0.749250076,0.962935116,0.828545591,Q9GZS3/Q13573/Q9H3P2/Q96JC9/Q6IA86,5
BP,GO:0051301,cell division,50/742,131/1817,0.381679389,0.93465155,-0.644908044,0.768813213,0.963025225,0.862049101,P12270/Q86WB0/Q01082/P63244/P62826/Q9Y371/P67809/Q96EA4/P63279/O43768/Q14203/P37198/P04040/O75400/P46940/Q9Y6G9/Q9NR09/P35579/Q7Z3K3/Q7Z5K2/Q96N67/Q16763/Q9H900/Q9BPX3/Q9UQE7/O43670/P61158/Q9Y448/Q8TD19/Q9Y5X1/Q9NTJ3/Q9BVP2/Q7RTP6/Q99986/P16949/P27816/Q8WUM4/Q9Y5A9/P60953/Q15003/O14908/Q00839/Q00610/Q16513/Q15149/Q86XL3/P07437/Q14204/P18583/P35580,50
BP,GO:0048598,embryonic morphogenesis,18/742,49/1817,0.367346939,0.899554431,-0.592029484,0.768832004,0.963025225,0.862049101,P63244/P67809/Q9UK61/O14641/P08648/P50552/P35579/P29373/Q4VCS5/P07737/Q13263/Q9Y5A9/Q12849/P62081/Q9NR56/Q8IZ21/P11586/P38919,18
BP,GO:0009060,aerobic respiration,23/742,62/1817,0.370967742,0.908421007,-0.609408898,0.769488644,0.963025225,0.862049101,P28331/P55072/P30566/P20674/P14406/P55957/P07954/P04040/P25705/P14854/O75251/Q9UJZ1/Q9H019/P06576/P18859/P50213/Q96I99/Q99798/O43181/Q16595/P22695/Q9P2R7/P43246,23
BP,GO:0019752,carboxylic acid metabolic process,48/742,126/1817,0.380952381,0.932871262,-0.648750336,0.770483421,0.963025225,0.862049101,P06733/Q9Y478/Q15185/P17812/P00558/P09936/P48506/P27708/P09211/P22033/P07954/O00469/P21964/Q9Y263/P14618/P31939/P40939/P22307/P29373/P00505/P04406/P60174/P13995/P50542/P52788/P07237/O43175/P49327/Q96SU4/P13804/P50213/P30520/Q96PU8/Q96I99/Q99798/P30084/P55084/Q99714/Q96HE7/P04181/O94925/P36871/P11586/P09972/Q9P2R7/P09960/P49915/P53396,48
BP,GO:0002237,response to molecule of bacterial origin,10/742,28/1817,0.357142857,0.874566808,-0.555574063,0.771319566,0.963025225,0.862049101,Q99966/P09211/Q9Y263/P08670/Q86U42/Q96G74/Q02952/P55084/Q14790/P51812,10
BP,GO:0007034,vacuolar transport,10/742,28/1817,0.357142857,0.874566808,-0.555574063,0.771319566,0.963025225,0.862049101,P55072/P11142/P11717/Q96QK1/Q9BRG1/Q5VIR6/O43747/Q7Z3T8/P51149/Q6P3W7,10
BP,GO:0034728,nucleosome organization,10/742,28/1817,0.357142857,0.874566808,-0.555574063,0.771319566,0.963025225,0.862049101,P62805/Q9BQ67/O14929/P55209/P06748/P49321/P07305/Q8TAQ2/Q99733/Q92922,10
BP,GO:0071363,cellular response to growth factor stimulus,28/742,75/1817,0.373333333,0.914213836,-0.630201518,0.772472558,0.963025225,0.862049101,Q99966/O75312/P19338/P63244/P48506/P17844/P27708/Q13546/Q13573/Q9H4M9/P04040/P08648/P46940/P11021/Q9Y448/Q9Y3F4/Q96A49/Q96AC1/P09874/O14908/Q9C0C9/P50402/P46109/P56192/Q96HE7/P46821/P38919/Q13177,28
BP,GO:0140014,mitotic nuclear division,28/742,75/1817,0.373333333,0.914213836,-0.630201518,0.772472558,0.963025225,0.862049101,P12270/P21333/P62826/Q96EA4/P63279/P37198/Q9Y6G9/P43487/O75674/Q14974/Q7Z5K2/Q16763/Q9H900/Q9BPX3/Q9UQE7/O43670/Q9Y448/Q9NTJ3/Q9P287/Q13123/P60953/Q15003/P46013/Q00839/O14744/Q9UNZ2/Q86XL3/Q13561,28
BP,GO:0000082,G1/S transition of mitotic cell cycle,13/742,36/1817,0.361111111,0.884284217,-0.582461913,0.772957785,0.963025225,0.862049101,Q04637/O00571/P11142/P55957/Q92785/Q6Y7W6/P78527/Q13620/O96019/P61289/Q8TAQ2/Q08209/Q92922,13
BP,GO:0019362,pyridine nucleotide metabolic process,13/742,36/1817,0.361111111,0.884284217,-0.582461913,0.772957785,0.963025225,0.862049101,P06733/P55072/P00558/P09936/O95336/P14618/P29401/P04406/P60174/P36871/Q96AT9/P11413/P09972,13
BP,GO:0046496,nicotinamide nucleotide metabolic process,13/742,36/1817,0.361111111,0.884284217,-0.582461913,0.772957785,0.963025225,0.862049101,P06733/P55072/P00558/P09936/O95336/P14618/P29401/P04406/P60174/P36871/Q96AT9/P11413/P09972,13
BP,GO:0009062,fatty acid catabolic process,7/742,20/1817,0.35,0.857075472,-0.533830483,0.774922636,0.963025225,0.862049101,P40939/P22307/P50542/P13804/P30084/P55084/Q99714,7
BP,GO:0034243,regulation of transcription elongation by RNA polymerase II,7/742,20/1817,0.35,0.857075472,-0.533830483,0.774922636,0.963025225,0.862049101,Q56P03/O94992/Q9H3P2/P09874/Q00839/Q96JC9/Q15528,7
BP,GO:0042273,ribosomal large subunit biogenesis,7/742,20/1817,0.35,0.857075472,-0.533830483,0.774922636,0.963025225,0.862049101,Q9NVP1/Q9Y3C1/P06748/Q9UKD2/P46087/O15381/P46777,7
BP,GO:0042776,proton motive force-driven mitochondrial ATP synthesis,7/742,20/1817,0.35,0.857075472,-0.533830483,0.774922636,0.963025225,0.862049101,P28331/P25705/O75251/Q9UJZ1/P06576/P18859/O43181,7
BP,GO:0044255,cellular lipid metabolic process,26/742,70/1817,0.371428571,0.90954948,-0.641016601,0.776936488,0.964284658,0.863176478,Q9Y478/Q15185/P37268/P09211/P22033/P21964/Q9Y263/P04040/P40939/Q01970/P22307/P29373/P50542/P49327/Q9P0L0/P13804/P49441/Q96PU8/O75844/P30084/P55084/Q99714/P06280/Q8NF37/P53396/O00116,26
BP,GO:0000075,cell cycle checkpoint signaling,16/742,44/1817,0.363636364,0.890468023,-0.610897772,0.776937924,0.964284658,0.863176478,P12270/Q14676/Q99459/O94874/Q8N163/Q96EA4/O60934/Q6Y7W6/P78527/Q9Y6G9/Q9H900/O43670/Q13123/O75663/P49959/P43246,16
BP,GO:0006082,organic acid metabolic process,49/742,129/1817,0.379844961,0.930159427,-0.683552809,0.780694526,0.967699267,0.866233056,P06733/Q9Y478/Q15185/P17812/P00558/P09936/P48506/P27708/P09211/P22033/P07954/O00469/P21964/Q9Y263/P14618/P31939/P40939/P22307/P29373/P00505/P04406/P60174/P13995/P50542/P52788/P07237/O43175/P49327/Q96SU4/P13804/Q9H2U2/P50213/P30520/Q96PU8/Q96I99/Q99798/P30084/P55084/Q99714/Q96HE7/P04181/O94925/P36871/P11586/P09972/Q9P2R7/P09960/P49915/P53396,49
BP,GO:0043436,oxoacid metabolic process,49/742,129/1817,0.379844961,0.930159427,-0.683552809,0.780694526,0.967699267,0.866233056,P06733/Q9Y478/Q15185/P17812/P00558/P09936/P48506/P27708/P09211/P22033/P07954/O00469/P21964/Q9Y263/P14618/P31939/P40939/P22307/P29373/P00505/P04406/P60174/P13995/P50542/P52788/P07237/O43175/P49327/Q96SU4/P13804/Q9H2U2/P50213/P30520/Q96PU8/Q96I99/Q99798/P30084/P55084/Q99714/Q96HE7/P04181/O94925/P36871/P11586/P09972/Q9P2R7/P09960/P49915/P53396,49
CC,GO:0061695,"transferase complex, transferring phosphorus-containing groups",14/762,38/1854,0.368421053,0.89639453,-0.538915208,0.758021037,0.970703198,0.835229541,Q9Y478/Q9GZS3/P13010/Q13573/P78527/P12004/P52434/Q9P287/P19388/P12956/P25205/P23193/P52655/Q8IUD2,14
BP,GO:0044283,small molecule biosynthetic process,29/742,78/1817,0.371794872,0.910446472,-0.671484286,0.784240445,0.97146902,0.869607538,P06733/Q9Y478/Q15185/P00558/P60891/P37268/P09211/Q9BYT8/O00469/P22307/P00505/P60174/Q16531/Q93009/O43175/P49327/Q96SU4/P49792/Q96PU8/Q99714/P04181/O94925/P36871/P11413/P11586/P09972/Q9P2R7/P09960/P53396,29
BP,GO:0019221,cytokine-mediated signaling pathway,11/742,31/1817,0.35483871,0.868924441,-0.611388801,0.785490897,0.971525851,0.86965841,P09211/O43707/Q13546/Q7Z434/Q6Y7W6/P61086/P07237/Q14166/Q9Y5A9/Q14790/Q01804,11
BP,GO:0016241,regulation of macroautophagy,14/742,39/1817,0.358974359,0.879051766,-0.634193227,0.786640958,0.971525851,0.86965841,P09936/O94874/P49459/Q9Y371/Q96QK1/Q8WVM8/Q7Z6Z7/P04406/O95219/O95817/Q14247/P68402/P04632/Q9Y5X3,14
BP,GO:0072522,purine-containing compound biosynthetic process,22/742,60/1817,0.366666667,0.897888589,-0.668066451,0.787751668,0.971525851,0.86965841,P28331/P06733/P55072/P60891/P30566/O43306/P22033/P22234/P31939/P25705/O75251/Q9UJZ1/P06576/P49327/P18859/P30520/P12268/P09874/O43181/P11586/P49915/P53396,22
BP,GO:0032787,monocarboxylic acid metabolic process,27/742,73/1817,0.369863014,0.905715763,-0.682940589,0.788696518,0.971525851,0.86965841,P06733/Q9Y478/Q15185/P00558/P09936/P09211/P22033/P21964/Q9Y263/P14618/P40939/P22307/P29373/P04406/P60174/P50542/O43175/P49327/Q96SU4/P13804/Q96PU8/P30084/P55084/Q99714/P36871/P09972/P53396,27
BP,GO:0002429,immune response-activating cell surface receptor signaling pathway,8/742,23/1817,0.347826087,0.851752022,-0.594288219,0.78876192,0.971525851,0.86965841,Q13144/Q13153/Q9UJZ1/P46379/Q9ULF5/P46109/P04440/Q13177,8
BP,GO:0002768,immune response-regulating cell surface receptor signaling pathway,8/742,23/1817,0.347826087,0.851752022,-0.594288219,0.78876192,0.971525851,0.86965841,Q13144/Q13153/Q9UJZ1/P46379/Q9ULF5/P46109/P04440/Q13177,8
BP,GO:0009225,nucleotide-sugar metabolic process,4/742,12/1817,0.333333333,0.816262354,-0.530402803,0.792866032,0.971525851,0.86965841,Q13630/P34949/O95394/Q9NYU2,4
BP,GO:0010257,NADH dehydrogenase complex assembly,4/742,12/1817,0.333333333,0.816262354,-0.530402803,0.792866032,0.971525851,0.86965841,P28331/O75251/O43181/O95831,4
BP,GO:0022408,negative regulation of cell-cell adhesion,4/742,12/1817,0.333333333,0.816262354,-0.530402803,0.792866032,0.971525851,0.86965841,O94874/Q5JRA6/Q13951/Q9Y5A9,4
BP,GO:0032640,tumor necrosis factor production,4/742,12/1817,0.333333333,0.816262354,-0.530402803,0.792866032,0.971525851,0.86965841,P09211/Q13546/Q7Z434/Q02952,4
BP,GO:0032680,regulation of tumor necrosis factor production,4/742,12/1817,0.333333333,0.816262354,-0.530402803,0.792866032,0.971525851,0.86965841,P09211/Q13546/Q7Z434/Q02952,4
BP,GO:0032981,mitochondrial respiratory chain complex I assembly,4/742,12/1817,0.333333333,0.816262354,-0.530402803,0.792866032,0.971525851,0.86965841,P28331/O75251/O43181/O95831,4
BP,GO:0043393,regulation of protein binding,4/742,12/1817,0.333333333,0.816262354,-0.530402803,0.792866032,0.971525851,0.86965841,P63244/P62826/P30533/O15381,4
BP,GO:0046033,AMP metabolic process,4/742,12/1817,0.333333333,0.816262354,-0.530402803,0.792866032,0.971525851,0.86965841,P30566/P22234/P31939/P30520,4
BP,GO:0046040,IMP metabolic process,4/742,12/1817,0.333333333,0.816262354,-0.530402803,0.792866032,0.971525851,0.86965841,P30566/P22234/P31939/P30520,4
BP,GO:0048562,embryonic organ morphogenesis,4/742,12/1817,0.333333333,0.816262354,-0.530402803,0.792866032,0.971525851,0.86965841,O14641/Q8IZ21/P11586/P38919,4
BP,GO:0050920,regulation of chemotaxis,4/742,12/1817,0.333333333,0.816262354,-0.530402803,0.792866032,0.971525851,0.86965841,Q07021/P27797/Q00013/Q12846,4
CC,GO:0000792,heterochromatin,6/762,17/1854,0.352941176,0.858730894,-0.488675938,0.76653442,0.97808693,0.841582782,Q9UK61/P22314/P26358/P17987/Q13263/Q99549,6
BP,GO:0007264,small GTPase-mediated signal transduction,15/742,42/1817,0.357142857,0.874566808,-0.683114626,0.799224351,0.978547184,0.875943535,Q7Z401/P27348/P80303/Q9H3Q1/P37198/Q96N67/P52565/Q4VCS5/P16949/Q13492/P60953/P46109/P31150/Q9UJU6/Q8IZ21,15
BP,GO:0008637,apoptotic mitochondrial changes,9/742,26/1817,0.346153846,0.84765706,-0.649855586,0.801415467,0.978547184,0.875943535,P10809/P48506/Q8N163/P55957/P02545/Q96QK1/Q9NT62/Q96A26/Q16595,9
BP,GO:0050870,positive regulation of T cell activation,9/742,26/1817,0.346153846,0.84765706,-0.649855586,0.801415467,0.978547184,0.875943535,P10809/Q13951/O96019/O43290/P02786/P04440/Q8TAQ2/Q08209/Q92922,9
BP,GO:0042098,T cell proliferation,5/742,15/1817,0.333333333,0.816262354,-0.593501781,0.802662859,0.978547184,0.875943535,P17812/P55957/P02786/P04440/Q08209,5
BP,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,5/742,15/1817,0.333333333,0.816262354,-0.593501781,0.802662859,0.978547184,0.875943535,Q07021/P04040/P35232/Q96AC1/P60953,5
BP,GO:0071902,positive regulation of protein serine/threonine kinase activity,5/742,15/1817,0.333333333,0.816262354,-0.593501781,0.802662859,0.978547184,0.875943535,O00571/O14641/Q13153/Q96A49/Q96AC1,5
BP,GO:0072666,establishment of protein localization to vacuole,5/742,15/1817,0.333333333,0.816262354,-0.593501781,0.802662859,0.978547184,0.875943535,P11142/Q9BRG1/Q5VIR6/Q7Z3T8/P51149,5
BP,GO:1903747,regulation of establishment of protein localization to mitochondrion,5/742,15/1817,0.333333333,0.816262354,-0.593501781,0.802662859,0.978547184,0.875943535,P30419/Q9Y371/Q7Z6Z7/Q9UBE0/P68036,5
BP,GO:0045787,positive regulation of cell cycle,21/742,58/1817,0.362068966,0.886629798,-0.728845772,0.805795143,0.981744082,0.878805229,P12270/O75312/Q04637/O00571/P27797/P37198/Q9Y6G9/P43487/P06748/Q13620/Q9BPX3/Q9NTJ3/P60953/Q15003/O14908/Q00839/Q16513/Q9BTK6/Q9UNZ2/Q14204/Q6ZWJ1,21
BP,GO:0098609,cell-cell adhesion,29/742,79/1817,0.367088608,0.898921833,-0.762959808,0.81016672,0.983111143,0.88002895,P21333/P10809/O94874/P35221/Q5JRA6/Q9Y490/O00151/P19022/P08648/P35579/Q14126/Q13951/P15924/P30101/O00299/P63261/Q13630/P62937/Q9Y5A9/O96019/O43290/P02786/P06280/P04440/Q8TAQ2/Q08209/O60716/Q8WX93/Q92922,29
BP,GO:0007159,leukocyte cell-cell adhesion,13/742,37/1817,0.351351351,0.860384643,-0.712655586,0.810320651,0.983111143,0.88002895,P10809/O94874/Q5JRA6/P08648/Q13951/Q13630/O96019/O43290/P02786/P04440/Q8TAQ2/Q08209/Q92922,13
BP,GO:0007416,synapse assembly,6/742,18/1817,0.333333333,0.816262354,-0.650690493,0.812607728,0.983111143,0.88002895,Q04637/Q96QK1/P19022/P46109/P46821/Q9UJU6,6
BP,GO:0008652,amino acid biosynthetic process,6/742,18/1817,0.333333333,0.816262354,-0.650690493,0.812607728,0.983111143,0.88002895,O00469/P00505/O43175/P04181/O94925/P11586,6
BP,GO:0009913,epidermal cell differentiation,6/742,18/1817,0.333333333,0.816262354,-0.650690493,0.812607728,0.983111143,0.88002895,O75369/P15924/Q9Y696/Q15149/Q08209/Q8WX93,6
BP,GO:0010965,regulation of mitotic sister chromatid separation,6/742,18/1817,0.333333333,0.816262354,-0.650690493,0.812607728,0.983111143,0.88002895,P12270/Q96EA4/Q9Y6G9/Q9H900/O43670/Q13123,6
BP,GO:0044773,mitotic DNA damage checkpoint signaling,6/742,18/1817,0.333333333,0.816262354,-0.650690493,0.812607728,0.983111143,0.88002895,Q14676/O60934/Q6Y7W6/P78527/P49959/P43246,6
BP,GO:0170034,L-amino acid biosynthetic process,6/742,18/1817,0.333333333,0.816262354,-0.650690493,0.812607728,0.983111143,0.88002895,O00469/P00505/O43175/P04181/O94925/P11586,6
BP,GO:1901607,alpha-amino acid biosynthetic process,6/742,18/1817,0.333333333,0.816262354,-0.650690493,0.812607728,0.983111143,0.88002895,O00469/P00505/O43175/P04181/O94925/P11586,6
BP,GO:0007091,metaphase/anaphase transition of mitotic cell cycle,10/742,29/1817,0.344827586,0.844409332,-0.701543218,0.813045683,0.983111143,0.88002895,P12270/Q96EA4/Q92785/Q9Y6G9/Q9H900/O43670/Q13123/O96019/Q8TAQ2/Q92922,10
BP,GO:0044784,metaphase/anaphase transition of cell cycle,10/742,29/1817,0.344827586,0.844409332,-0.701543218,0.813045683,0.983111143,0.88002895,P12270/Q96EA4/Q92785/Q9Y6G9/Q9H900/O43670/Q13123/O96019/Q8TAQ2/Q92922,10
BP,GO:0072523,purine-containing compound catabolic process,10/742,29/1817,0.344827586,0.844409332,-0.701543218,0.813045683,0.983111143,0.88002895,P06733/P00558/P09936/P14618/P04406/P60174/Q96I99/P36871/P09972/Q9P2R7,10
CC,GO:0005769,early endosome,20/762,54/1854,0.37037037,0.901137358,-0.615739077,0.774077355,0.984184066,0.846828986,P10321/P10809/Q86Y82/P11717/Q9H4M9/Q96QK1/P35232/Q8N668/Q4V328/Q10567/O43747/O95219/Q7Z3T8/Q13492/O75844/P02786/Q9UJU6/Q14694/Q9Y5X3/Q6ZMI0,20
BP,GO:1901137,carbohydrate derivative biosynthetic process,32/742,87/1817,0.367816092,0.900703287,-0.788364553,0.815679997,0.985677335,0.882326068,P28331/P06733/P55072/P17812/P60891/P04818/P30566/P27708/O43306/O60502/P22234/P31939/P29401/P25705/P60174/O75251/Q9UJZ1/Q13630/P06576/P18859/P34949/P30520/P12268/P09874/O43181/Q00610/P06737/P11413/P11586/O95394/Q9NYU2/P49915,32
BP,GO:1903706,regulation of hemopoiesis,14/742,40/1817,0.35,0.857075472,-0.759186876,0.821284735,0.987355918,0.883828646,P62805/Q9GZS3/Q13546/P38646/P78527/Q13951/Q96PU8/O96019/O43290/P12956/Q14790/Q8TAQ2/Q08209/Q92922,14
BP,GO:0043603,amide metabolic process,17/742,48/1817,0.354166667,0.867278751,-0.774021108,0.821605743,0.987355918,0.883828646,P48506/P09211/P22033/P07954/Q04760/P13995/P07237/P49327/Q9P0L0/Q13492/Q96I99/O95197/P08047/P06280/P11413/Q9P2R7/P53396,17
BP,GO:0015986,proton motive force-driven ATP synthesis,7/742,21/1817,0.333333333,0.816262354,-0.703412808,0.822304681,0.987355918,0.883828646,P28331/P25705/O75251/Q9UJZ1/P06576/P18859/O43181,7
BP,GO:0071216,cellular response to biotic stimulus,7/742,21/1817,0.333333333,0.816262354,-0.703412808,0.822304681,0.987355918,0.883828646,P09211/Q9Y263/P08670/P11021/Q86U42/O75844/P55084,7
BP,GO:0007051,spindle organization,20/742,56/1817,0.357142857,0.874566808,-0.791922082,0.823544623,0.987355918,0.883828646,P12270/P55072/P21333/P62826/Q14203/P37198/P35579/Q14974/Q16531/Q9UQE7/O43670/Q9Y448/Q9P287/P16949/P27816/Q00839/Q00610/Q13561/P07437/Q14204,20
BP,GO:0033045,regulation of sister chromatid segregation,11/742,32/1817,0.34375,0.841770553,-0.750064883,0.82378162,0.987355918,0.883828646,P12270/Q96EA4/Q92785/Q9Y6G9/Q9H900/O43670/Q13123/O96019/Q00839/Q8TAQ2/Q92922,11
BP,GO:0007006,mitochondrial membrane organization,8/742,24/1817,0.333333333,0.816262354,-0.752608756,0.831596025,0.987355918,0.883828646,P07900/P34932/P48506/P55957/P38646/Q16891/P50542/Q9Y5L4,8
BP,GO:0046718,symbiont entry into host cell,8/742,24/1817,0.333333333,0.816262354,-0.752608756,0.831596025,0.987355918,0.883828646,P25098/P35232/P08648/P07237/P02786/Q12906/P08195/P49790,8
BP,GO:0016052,carbohydrate catabolic process,12/742,35/1817,0.342857143,0.839584136,-0.795945132,0.833727889,0.987355918,0.883828646,P06733/P00558/P09936/P10253/P14618/P04406/P60174/Q9NT62/P34949/P06737/P36871/P09972,12
BP,GO:0051701,biological process involved in interaction with host,12/742,35/1817,0.342857143,0.839584136,-0.795945132,0.833727889,0.987355918,0.883828646,P25098/P35232/P08648/Q16531/P07237/Q9P0L0/P62937/P51149/P02786/Q12906/P08195/P49790,12
BP,GO:0098813,nuclear chromosome segregation,29/742,80/1817,0.3625,0.88768531,-0.85336984,0.833851597,0.987355918,0.883828646,P12270/P21333/P62826/Q96EA4/Q92785/P37198/Q9Y6G9/Q14974/Q7Z5K2/Q16531/Q9H900/Q9BPX3/Q9UQE7/O43670/P61158/Q9Y448/Q9NTJ3/Q9P287/Q13123/P46379/P60953/Q15003/P49959/O96019/Q00839/Q8TAQ2/Q13561/Q14204/Q92922,29
BP,GO:0043933,protein-containing complex organization,145/742,374/1817,0.387700535,0.949396053,-0.912100443,0.834288153,0.987355918,0.883828646,P35080/P12270/P28331/Q15185/P55072/Q13813/P07900/Q01082/Q7L2H7/Q04637/P10809/P62805/O00571/P34932/P63244/P11142/Q9Y230/P62318/P62495/P27797/Q9Y371/Q14677/P60228/Q16658/Q15717/P14406/P13010/O94906/Q8TCS8/P35637/P33176/Q13546/Q9BQA1/Q14203/Q15393/Q9Y490/P55957/Q14152/Q9H3Q1/Q9BQ67/Q15637/Q7Z434/P58546/O14929/P55209/Q9H4M9/Q13153/Q02790/Q96QK1/P17987/P78527/P78371/Q92879/Q13371/O15212/Q99996/P50552/Q7Z3K3/P06748/P31153/Q15427/P52948/P11021/Q16763/O43809/P61086/P30101/O75251/P26368/O43670/Q7Z3B4/P49321/Q9Y5X1/P50542/Q9Y3F4/Q9UKD2/Q7RTP6/P07196/Q9UBW8/P16383/P16949/Q9UJZ1/Q13347/Q96CX2/P27816/Q8WUM4/O15027/Q07866/Q15459/P07737/Q9NWZ8/Q96AC1/Q9UHB6/Q9UEY8/Q8N543/Q9ULR0/Q12874/Q13492/P60953/O95319/Q07955/Q8N1F7/O75844/O75821/P07305/O43290/Q8IWC1/P11047/P46087/P02786/P09661/P50570/O43181/Q00610/Q16595/Q99714/Q15149/P04440/Q14247/O94925/Q15528/O75643/P46821/Q8TAQ2/Q13242/O15381/P46777/O14744/Q99733/P49790/Q8WVY7/Q9UJU6/O95831/O75083/Q9UNN5/O95400/P62314/Q12846/P52655/Q92499/P23381/O15371/Q92922/Q9NR31/Q13045,145
BP,GO:0046785,microtubule polymerization,9/742,27/1817,0.333333333,0.816262354,-0.798930787,0.840424635,0.987355918,0.883828646,Q14203/Q13153/Q02790/Q99996/O43670/P16949/P27816/Q8IWC1/P46821,9
BP,GO:1903039,positive regulation of leukocyte cell-cell adhesion,9/742,27/1817,0.333333333,0.816262354,-0.798930787,0.840424635,0.987355918,0.883828646,P10809/Q13951/O96019/O43290/P02786/P04440/Q8TAQ2/Q08209/Q92922,9
BP,GO:0010948,negative regulation of cell cycle process,19/742,54/1817,0.351851852,0.861610263,-0.857492345,0.840919929,0.987355918,0.883828646,P12270/Q14676/Q99459/O94874/Q8N163/Q96EA4/O60934/Q6Y7W6/P78527/Q9Y6G9/O75674/P06748/Q7Z5K2/Q9H900/O43670/Q13123/O75663/P49959/P43246,19
BP,GO:0044281,small molecule metabolic process,93/742,244/1817,0.381147541,0.933349167,-0.92937669,0.8412549,0.987355918,0.883828646,P28331/P06733/Q9Y478/Q15185/P55072/P17812/P30419/P00558/P60891/P09936/P48506/P11142/P04818/P62826/P37268/P30566/P27708/P09211/O95336/P10253/Q7Z2Z2/O43306/P22033/Q9BYT8/P07954/O00469/P22234/P21964/Q9Y263/P14618/P31939/P29401/P04040/P40939/P30837/P25705/Q04760/P31153/P22307/P29373/P00505/P04406/P60174/Q16531/O75251/Q93009/P13995/P50542/P52788/P07237/Q9UJZ1/P10109/Q13630/Q00013/O43175/P06576/P49327/Q96SU4/P84090/Q9UHB6/P13804/P18859/Q9H2U2/P50213/P34949/P30520/P49792/P12268/Q96PU8/P09874/Q96I99/O75844/Q99798/P30084/P55084/O43181/Q99714/Q96HE7/P04181/O94925/P36871/Q96AT9/P11413/P11586/Q00341/P09972/O95394/Q9P2R7/P09960/Q9NYU2/P49915/P53396/O00116,93
BP,GO:0072524,pyridine-containing compound metabolic process,13/742,38/1817,0.342105263,0.837742942,-0.839581892,0.842970758,0.987355918,0.883828646,P06733/P55072/P00558/P09936/O95336/P14618/P29401/P04406/P60174/P36871/Q96AT9/P11413/P09972,13
BP,GO:0001825,blastocyst formation,3/742,10/1817,0.3,0.734636119,-0.69890537,0.846528706,0.987355918,0.883828646,P43243/O96019/A5YKK6,3
